b'id',b'created_at',b'retweet_count',b'text',Sentiment,ProbPos,ProbNeg,StockDate
533273967566393346,2014-11-14 15:03:16,6,b'US consumer sentiment at more than 7-year high - just imagine when wages start to grow.  http://t.co/aEuDzwLuRN',neg,0.005,0.995,2014-11-15
533272753286422528,2014-11-14 14:58:26,0,"b""@RChang6 I don't either - but the stock sure was tasty in the low $90s!""",neg,0.0118,0.9882,2014-11-15
533272636227608576,2014-11-14 14:57:58,0,"b""@CarmeloRandazz0 that's why we bought it in the low 90s. many areas of potential improvement.  new US head = impressive.""",neg,0.0086,0.9914,2014-11-15
533270387728343041,2014-11-14 14:49:02,0,b'@davidhodge55 I like it -thought convincing job at analyst mtg this week in terms of end mkt growth potential.  execution now key.',pos,0.9906,0.0094,2014-11-15
533270242047574017,2014-11-14 14:48:28,0,b'@CarmeloRandazz0 a ton of US costs to take out.  they have 3 HR departments!',neg,0.0085,0.9915,2014-11-15
533269095098372097,2014-11-14 14:43:54,0,"b""@jdgreenfield funny.  bc they aren't...  but eventually will.""",neg,0.2738,0.7262,2014-11-15
533268305336094721,2014-11-14 14:40:46,0,b'@JWUFL nope',pos,0.5374,0.4626,2014-11-15
533267778330177536,2014-11-14 14:38:40,9,b'And so it starts:  Jana Partners reports new stake in $MCD.',neg,0.1161,0.8839,2014-11-15
533267638215245824,2014-11-14 14:38:07,2,"b'thank you!! RT @stocklearner345: Stephanie_Link  Thx to you, Jim , thestreet, have helped my family so much. Silver member &amp; love it.'",pos,0.9056,0.0944,2014-11-15
533263709196791808,2014-11-14 14:22:30,0,b'@JDR1024 agreed.',neg,0.2792,0.7208,2014-11-15
533228754060210176,2014-11-14 12:03:36,0,"b""@pinkhair3 yeah but that's not controversial, imo.  pretty hated.""",neg,0.0243,0.9757,2014-11-15
533221850743328768,2014-11-14 11:36:10,3,b'A few going against the grain - BMO downgrades $WMT to underweight and Sterne Agee downgrades $NKE to neutral.',pos,0.7413,0.2587,2014-11-15
532983768995598336,2014-11-13 19:50:07,0,b'@liamkmac They are!',pos,0.7265,0.2735,2014-11-14
532978803648520192,2014-11-13 19:30:23,5,b'$UPS will repurchase $15 billion in shares over the next 5 years.',pos,0.8635,0.1365,2014-11-14
532964447070208000,2014-11-13 18:33:20,0,b'@BenjaminLupu1 thanks for making my day!',pos,0.8472,0.1528,2014-11-14
532963328105381889,2014-11-13 18:28:54,7,"b'RT @KateKellyCNBC: @Reuters reporting that Mexican govt bought oil puts at $76/bbl in Sept and Nov, for a total cost of $773m'",neg,0.2734,0.7266,2014-11-14
532948977420087296,2014-11-13 17:31:52,0,b'@wpremierw its been intentionally a very small position - this has been hit v hard on macro but hard to sell down here.  asset sale coming.',neg,0.3804,0.6196,2014-11-14
532945753690636288,2014-11-13 17:19:03,0,b'@wpremierw have written extensively on this.  there is nothing new - trades on iron ore prices which continues to fall.',neg,0.4657,0.5343,2014-11-14
532883377167532032,2014-11-13 13:11:12,0,b'@JDR1024 @jimcramer well.. to be fair not ALL concerns were addressed and they do need to now execute on the gameplan.  but pleased w/mtg.',pos,0.6774,0.3226,2014-11-14
532879902551199745,2014-11-13 12:57:23,5,"b""Quality on sale -- Comcast says Time Warner deal going 'full steam ahead' http://t.co/sM7S8eo9H4""",neg,0.0033,0.9967,2014-11-14
532878836783140865,2014-11-13 12:53:09,14,"b'SunTrust\'s Bob Peck gives $TWTR analyst day an ""A-""  and reits buy w/$58 target.'",pos,0.8065,0.1935,2014-11-14
532858132075405312,2014-11-13 11:30:53,1,b'UBS likes $HD $LOW into 3Q results. X HD to maintain share &amp; LOW to benefit from easy compares. $SWK',neg,0.1413,0.8587,2014-11-14
532857574572310528,2014-11-13 11:28:40,1,b'DreamWorks Animation in Merger Talks with Hasbro http://t.co/h1JrRQAO3T via @Variety',pos,0.8893,0.1107,2014-11-14
532650065480155138,2014-11-12 21:44:06,0,"b""@CramersShirt daughter's $DIS  pjs! sounds like you long... too vol for me.""",pos,0.7762,0.2238,2014-11-13
532646968779374592,2014-11-12 21:31:48,0,"b""@CramersShirt  I go to Bloomies and Macy's! And take a gander in $JCP to see what's going on.""",neg,0.2607,0.7393,2014-11-13
532643784493105152,2014-11-12 21:19:08,0,b'@JDR1024 on our free site - TST!',neg,0.3937,0.6063,2014-11-13
532624331768348672,2014-11-12 20:01:51,0,b'@JDR1024 have as well w/my March blog but was early!',pos,0.904,0.096,2014-11-13
532517298268307456,2014-11-12 12:56:32,0,b'@uwchlan think even if OK the secular challenges leave it in a trading range.  prefer restructuring stories in consumer.',pos,0.7437,0.2563,2014-11-13
532516436271702019,2014-11-12 12:53:06,0,"b""@nickmaier15 the offset is that lower oil means lower capex budgets/projects.  which is why it's not moving.  like the restructuring story.""",neg,0.0005,0.9995,2014-11-13
532512704926613504,2014-11-12 12:38:17,11,"b""$DOW announces a 14% increase to dividend and new $5 bil buyback - plans to complete the older $4.5 billion program by year's end.""",pos,0.8725,0.1275,2014-11-13
532325160167034880,2014-11-12 00:13:02,0,b'@colnago717 $FDX steadier biz?  Sorry have to debate you on that...',neg,0.162,0.838,2014-11-12
532324902561275906,2014-11-12 00:12:01,0,b'Great new option ideas with AAO! MT @Michael_Khouw: @jimcramer $AXP has rallied sharply since mid-October -  time to hedge the AAP port?',neg,0.2523,0.7477,2014-11-12
532219894449078272,2014-11-11 17:14:45,0,"b'@9hhsc like $UPS better - more consistency, strong distribution platform, investments s/payoff in 2015= operating leverage.'",pos,0.6373,0.3627,2014-11-12
532200151671373825,2014-11-11 15:56:18,0,b'@9hhsc not quick enough - should have held bth $UPS and $CI.',pos,0.5712,0.4288,2014-11-12
532199968074117120,2014-11-11 15:55:34,1,b'@CParekkaden would hold it for LT - spins usually positive for both parent and newco.',pos,0.9547,0.0453,2014-11-12
532174771652673537,2014-11-11 14:15:27,3,b'RT @rcwhalen: Small banks are doing some huge deals http://t.co/7p1ipSOPrF',pos,0.8259,0.1741,2014-11-12
532174541456683008,2014-11-11 14:14:32,0,"b'@BrianSozzi want some though - quality mgmt., cheap valuation, easy comparisons, better econ.'",pos,0.6135,0.3865,2014-11-12
532174196064141312,2014-11-11 14:13:10,0,b'@polar_cap yep. like $SYF too.',neg,0.2855,0.7145,2014-11-12
532174077168218112,2014-11-11 14:12:41,0,b'@pd701 we added to it last week. like the LT simplification story. quality mgmt.  toll taker.',pos,0.6109,0.3891,2014-11-12
532173925556707328,2014-11-11 14:12:05,0,b'@dcolella15 in this case I would say yes - given the challenges and govt headwinds for copper.  LT I think it is smart - and + hedged.',pos,0.9341,0.0659,2014-11-12
532172409743605760,2014-11-11 14:06:04,1,b'@BrianSozzi sold half our position - too tough to call even for a great operator like $M.  like mid $50s risk/reward.',neg,0.4637,0.5363,2014-11-12
532172114837925888,2014-11-11 14:04:54,3,b'$FCX says 80% hedged on oil prices through 2015 &amp; protected below $90 WTI. Just not great timing diversifying into energy in retrospect.',neg,0.0258,0.9742,2014-11-12
532149440077758466,2014-11-11 12:34:48,0,b'Additional stimulus in Japan -  PM Abe likely to delay sales-tax hike http://t.co/dKg8Lhmvfq',neg,0.254,0.746,2014-11-12
532141717391421441,2014-11-11 12:04:06,3,b'CSFB likes the risk/reward to $ETN $TYC $GE into year end.  $GE has upcoming analyst day which c/b catalyst.',pos,0.8597,0.1403,2014-11-12
532141291807985664,2014-11-11 12:02:25,0,b'Nomura d/g $COF on higher NCO rates and headwinds to eps.  Watching for p/b to buy.',neg,0.1633,0.8367,2014-11-12
532140917608939521,2014-11-11 12:00:56,0,"b'@gstergio been pretty horrendous, yes.'",neg,0.4046,0.5954,2014-11-12
532140418289631232,2014-11-11 11:58:57,1,b'Keefe Bruyette d/g $JPM to mkt perform from outperform.  Valuation and low rates.',pos,0.6906,0.3094,2014-11-12
532139952511787008,2014-11-11 11:57:06,4,b'More Bank Settlements Coming in Widening Currency Case - as expected  http://t.co/nb2b7eoP99',neg,0.1021,0.8979,2014-11-12
532132158237073408,2014-11-11 11:26:07,2,b'BAC raises $UPS target to $120 ahead of analyst day this wk - first one since 2011. Expect upbeat LT targets.',pos,0.5995,0.4005,2014-11-12
531932440886263811,2014-11-10 22:12:31,0,b'@trinh_pham13 just need the commodity to stabilize imo.  add deliberately.',pos,0.5657,0.4343,2014-11-11
531929607692636160,2014-11-10 22:01:15,0,"b'@trinh_pham13 MRO APA - mgmt. teams are great, asset sales/restructuring ongoing, positioned well LT.'",pos,0.9851,0.0149,2014-11-11
531882560704774144,2014-11-10 18:54:19,0,"b""@AllanSmall_GTA yes you've been on it for a while - nice! seems in no man's land at these levels.""",pos,0.832,0.168,2014-11-11
531823495358185473,2014-11-10 14:59:36,0,"b""RT @ReformedBroker: CHART O' THE DAY: HERE COMES THE SEASONAL TAILWIND http://t.co/TgKVAjknIh props to @AriWald""",neg,0.374,0.626,2014-11-11
531808378079965184,2014-11-10 13:59:32,1,b'$T lowers 2015 capex by $3 billion - estimates revised lower for $CSCO $JDSU $JNPR etc.  Key eps report from $CSCO this week.',neg,0.0226,0.9774,2014-11-11
531803710771703809,2014-11-10 13:40:59,0,b'@RichtofenV $BABA just beginning. IMO.',pos,0.8848,0.1152,2014-11-11
531802912465637376,2014-11-10 13:37:49,0,"b'@musicandwork CF targets being exceeded, asset sales, profitability focus.  had a lot of low hanging fruit from prior CEO/mgmt.+ yield.'",pos,0.6458,0.3542,2014-11-11
531802609720774656,2014-11-10 13:36:37,0,b'@buckdeerstocks4 boutique - Cleveland Rx did on Fri.',neg,0.3163,0.6837,2014-11-11
531797368665300993,2014-11-10 13:15:47,4,b'JPM focuses on $RDS.A as the only big oil to own - restructuring under new CEO offsets the declines in commodity price.  AAP favorite.',pos,0.9301,0.0699,2014-11-11
531796072814104576,2014-11-10 13:10:38,1,b'Stifel u/g $TGT to buy with solid sales channel checks and easy comparisons ahead.  Second rating change in 2 days.',neg,0.3674,0.6326,2014-11-11
531436470306086913,2014-11-09 13:21:42,0,b'@stocklearner345 3 is great. I usually run 5-6. Gets me through 3/4 of a football game.',pos,0.9995,0.0005,2014-11-10
531436258195959808,2014-11-09 13:20:52,0,b'@JWUFL $GOOGL. but I still like owning a basket of FB TWTR and GOOGL.',pos,0.7701,0.2299,2014-11-10
531244569296637954,2014-11-09 00:39:10,0,b'@guru1055 EPI',pos,0.5374,0.4626,2014-11-09
530830776838156289,2014-11-07 21:14:54,0,"b""@AllanSmall_GTA dollar stabilized following the mixed NFP &amp; yes, Russia/Ukraine news. just don't think much right has to happen for the stx.""",neg,0.0175,0.9825,2014-11-08
530810869559873536,2014-11-07 19:55:47,0,b'@AllanSmall_GTA Watching the shares of the stocks stabilize in the face of further commod declines.  Interesting action.  Special stiches.',pos,0.9295,0.0705,2014-11-08
530803763221889024,2014-11-07 19:27:33,0,b'@AllanSmall_GTA starting to dabble back into energy.',neg,0.1215,0.8785,2014-11-08
530777621312069633,2014-11-07 17:43:40,2,b'Great job today! RT @David_Kudla: Stephanie_Link Always a pleasure! Look forward to coming back @CNBCFastMoney http://t.co/ju6gDbEH19',pos,0.9826,0.0174,2014-11-08
530777240909664256,2014-11-07 17:42:10,0,"b""@dcwalsh388 no - in fact if it falls - we'll buy it back.  just gotta get through guidance.""",neg,0.0175,0.9825,2014-11-08
530775767429677056,2014-11-07 17:36:18,0,b'@gomavs70 just trimming/taking some gains.',neg,0.4309,0.5691,2014-11-08
530709409643524097,2014-11-07 13:12:38,5,b'PBOC confirms liquidity injections to banks as it targets stimulus  http://t.co/bwzE8FDOlS',neg,0.4642,0.5358,2014-11-08
530708820788789248,2014-11-07 13:10:17,6,"b""OECD raises India's GDP growth to 6.4 in 2015 http://t.co/aeMMvOQyJi""",pos,0.8126,0.1874,2014-11-08
530486701064736768,2014-11-06 22:27:40,0,b'@mpk62 own $AIG.',pos,0.7141,0.2859,2014-11-07
530474546416328705,2014-11-06 21:39:22,2,b'More legal fees for major banks:$BAC $400 million in additional costs. Not surprise but prefer credit cards &amp; asset mgrs $AXP $WDR. Cleaner.',neg,0.1003,0.8997,2014-11-07
530436664867717121,2014-11-06 19:08:50,0,"b""@JustinPulitzer that's the problem - growth is slowing, competition is rising - hence margin compression. not a fan of that combo.""",pos,0.5239,0.4761,2014-11-07
530436256900349952,2014-11-06 19:07:13,0,"b'@KSmith12489664 mkt has had a nice run - hard to get aggressive on anything.  that said, fundamentals r good:  5% sss, expanding GM, 16x.'",pos,0.9728,0.0272,2014-11-07
530410728218710016,2014-11-06 17:25:46,0,b'@JustinPulitzer I think this mgmt. has a lot still to prove.  Its not about growth its about profitable growth to me.',pos,0.6475,0.3525,2014-11-07
530408291026079744,2014-11-06 17:16:05,0,b'@OmahaHappyHrs we took some profits - hard fought...',neg,0.0902,0.9098,2014-11-07
530353908171161601,2014-11-06 13:39:59,2,"b""RT @themoneygame: Draghi: Officials are unanimous in pushing for more stimulus if it's needed: http://t.co/lf9I611QK6""",neg,0.4239,0.5761,2014-11-07
530167240448933889,2014-11-06 01:18:14,0,b'@clark_boyer obviously.',pos,0.5376,0.4624,2014-11-06
530161189615968256,2014-11-06 00:54:12,7,"b'GS puts out a list of 18 companies that are positioned well for the next decade for strong monetization:  $BWA $NKE$TIF $CMI $WBC $RYA, EZJ.'",neg,0.4362,0.5638,2014-11-06
530092918556860416,2014-11-05 20:22:55,0,b'@PaulaDeVirginia impressive production growth/execution - need oil to stabilize.',neg,0.4374,0.5626,2014-11-06
530092604118269953,2014-11-05 20:21:40,0,b'@davidhodge55 certainly v cheap.  ease in.',neg,0.2365,0.7635,2014-11-06
530092469384667136,2014-11-05 20:21:08,0,b'@afuntanilla look at most of the industrials - similar.  patience.',neg,0.3422,0.6578,2014-11-06
529992866073174016,2014-11-05 13:45:20,0,"b'@partmax Backlog at $BWA on 11/10 s/help reinforce strong underlying.  But $LEA is ""cleaner"" and certainly cheaper.'",pos,0.9742,0.0258,2014-11-06
529984483965927425,2014-11-05 13:12:02,1,b'Why millennials prefer electronic gift cards http://t.co/Vhb4Xy126N',pos,0.7773,0.2227,2014-11-06
529983716291264513,2014-11-05 13:08:59,0,b'Another beat in auto suppliers: $MGA beats by 25 cents w/ +EBIT and margins.  Raises NA production to 17m &amp; Europe to 20.2 m.  Re-ups bb.',pos,0.6198,0.3802,2014-11-06
529980904652165120,2014-11-05 12:57:48,3,"b""$FAST Oct daily sales accelerate +14.6% y/y from Sept's +12.9% and last yr +7.7%.  Sales to manufacturing +12.6% and non resi +9.8%.""",pos,0.8405,0.1595,2014-11-06
529800246164213760,2014-11-05 00:59:56,0,b'RT @USATODAY: Senate: McConnell wins; GOP aims for takeover http://t.co/Bk5aGX2tHQ',neg,0.4998,0.5002,2014-11-05
529780924410380288,2014-11-04 23:43:09,2,b'Going against the big money center banks of late - $MS now sees a 4Q $1.3 billion benefit on tax changes.  Welcome news after $C $JPM.',neg,0.4625,0.5375,2014-11-05
529779891026157568,2014-11-04 23:39:03,2,b'Bernstein downgrades $INTC to underperform w $30 target.',neg,0.1864,0.8136,2014-11-05
529775830704996352,2014-11-04 23:22:55,0,b'@FaceplantJim nothing new to the story but should have been up following its strong 3Q. CEO on CNBC tmrw.',neg,0.0708,0.9292,2014-11-05
529775581403963392,2014-11-04 23:21:56,0,b'@alga4 looked earlier nothing new - group down hard.',neg,0.112,0.888,2014-11-05
529624327780433921,2014-11-04 13:20:54,2,b'Maybe this jump starts the regional banks: http://t.co/haijfAVjN4',neg,0.1173,0.8827,2014-11-05
529614438698340353,2014-11-04 12:41:36,1,b'$EMN upgraded at SunTrust to buy - 2nd in 2 days.',neg,0.1028,0.8972,2014-11-05
529465790308048897,2014-11-04 02:50:56,2,"b'BMO lowers #s on $TGT to below consensus following checks - heavy promotions, softer sales, mix shift.  New mgmt. still challenged.'",pos,0.5673,0.4327,2014-11-04
529417788025499648,2014-11-03 23:40:11,1,b'@tonyb1957 nope not yet.  this is a new CEO.  $10 bil in liquidity is nice cushion tho.  call tmrw.',pos,0.8694,0.1306,2014-11-04
529416979791503361,2014-11-03 23:36:58,1,b'@buckdeerstocks4 dunno $AXP seems still pretty attractive esp after 3Q.',pos,0.9338,0.0662,2014-11-04
529411549669380096,2014-11-03 23:15:24,0,b'@buckdeerstocks4 @cirrusdriver maybe potential outcomes tmrw begin to skew this but its a tuf battle.',neg,0.4308,0.5692,2014-11-04
529411124857679872,2014-11-03 23:13:42,7,b'Nice buyback from the new $AIG CEO of $1.5 billion vs the $800 million expectation. Solid results w/enough left 4 further self help results.',neg,0.2189,0.7811,2014-11-04
529408879550291968,2014-11-03 23:04:47,0,"b""@cirrusdriver figured I'd mention it after everyone ignored $C's pretty news last week.""",neg,0.0458,0.9542,2014-11-04
529408071974809601,2014-11-03 23:01:34,0,"b""And another hit... Latest increase in legal fines from $JPM's 10-Q goes to $5.9 bil vs $4.6 bil.""",pos,0.8795,0.1205,2014-11-04
529287965982617600,2014-11-03 15:04:19,9,b'Sept ISM 59 - underlying fundamentals=solid:  new orders and production 65 and Employ at 55.5.  Sept HARDI HVAC distributors sales +15%.',pos,0.9393,0.0607,2014-11-04
529244151251234816,2014-11-03 12:10:13,2,b'$EMN upgraded to buy from Jefferies after solid 3Q and ahead of Nov 6th analyst mtg - further self help there.',neg,0.2658,0.7342,2014-11-04
529243902797430784,2014-11-03 12:09:13,2,b'Bold call from Ray James on $HD downgrade into print.  Had a nice run but one area that continues to see solid sss.',pos,0.9985,0.0015,2014-11-04
529243668595871744,2014-11-03 12:08:18,2,b'Like this Wedbush upgrade of $TJX to buy.  Consumers looking for bargains w/ a little more spending power from lower gas.  Quality mgmt.',neg,0.0055,0.9945,2014-11-04
529243313711628288,2014-11-03 12:06:53,0,b'@vyachie yep',pos,0.5374,0.4626,2014-11-04
529048860468203520,2014-11-02 23:14:12,1,b'Barrons likes $SWK -have liked for resi/non resi theme. $OSK another under radar.',pos,0.947,0.053,2014-11-03
528927311220195328,2014-11-02 15:11:12,44,b'RT @ThinkingAlpha: 10 Secrets to success http://t.co/xLBoo4x3AQ',pos,0.781,0.219,2014-11-03
528879951345643520,2014-11-02 12:03:01,0,b'@SAULMITCH it was out regular time. Finding out now if there was a system issue.',pos,0.9043,0.0957,2014-11-03
528690830346059776,2014-11-01 23:31:31,0,b'@TheRetailTrader think SC or Vandy is enough. FSU - dream.',pos,0.6072,0.3928,2014-11-02
528687933705170944,2014-11-01 23:20:00,1,b'Gather Muschamp just saved his job. Ouch for Georgia Bulldogs.',pos,0.9336,0.0664,2014-11-02
528247391389237248,2014-10-31 18:09:27,0,b'@buckdeerstocks4 @cirrusdriver @KymLang new CEO is impressive. From SLB.',pos,0.5804,0.4196,2014-11-01
528243717321547777,2014-10-31 17:54:51,0,b'@cirrusdriver @buckdeerstocks4 @KymLang Soc Gen put a note out saying Saudis cut at Nov mtg. Been going around tho.',neg,0.0454,0.9546,2014-11-01
528243344439533568,2014-10-31 17:53:22,0,b'@Amahesh777 I think exciting things will happen w the split and new CEO. Earnings are back burner.',neg,0.1564,0.8436,2014-11-01
528243149807030272,2014-10-31 17:52:35,0,b'@JDR1024 we did! And agree.',neg,0.0924,0.9076,2014-11-01
528243050553040897,2014-10-31 17:52:12,0,b'@buckdeerstocks4 @cirrusdriver @KymLang they actually beat earnings yesterday. Rallied for like a minute.',pos,0.884,0.116,2014-11-01
528234141553537024,2014-10-31 17:16:48,0,b'@JDR1024 your $ETN buys paid off nicely',neg,0.0636,0.9364,2014-11-01
528234094975811584,2014-10-31 17:16:37,0,b'@jagmd3 rumors are November mtg',pos,0.5999,0.4001,2014-11-01
528197793589256192,2014-10-31 14:52:22,0,b'RT @rcwhalen: Market reaction to Fed impressive: Pro http://t.co/eKCjatglTh  @kaylatausche @CNBCClosingBell @Kelly_Evans Stephanie_Link',pos,0.5825,0.4175,2014-11-01
528183981930737664,2014-10-31 13:57:29,9,b'$FB upgraded to buy at boutique firm Tigress Financial.',neg,0.1796,0.8204,2014-11-01
528179041116098561,2014-10-31 13:37:51,0,b'Oil sector continues to lag in a huge way.',neg,0.2221,0.7779,2014-11-01
528177548904394752,2014-10-31 13:31:55,0,b'@colnago717 wait for oil to stabilize.  rather miss 1-2 up.',neg,0.1067,0.8933,2014-11-01
528168397767331840,2014-10-31 12:55:33,0,b'@colnago717 indeed it should.',pos,0.7733,0.2267,2014-11-01
528167476098387970,2014-10-31 12:51:53,0,b'@RChang6 never liked it.',pos,0.7912,0.2088,2014-11-01
528141607833329664,2014-10-31 11:09:06,2,b'UBS u/g $PCAR to buy - truck cycle strength continues to be a powerful theme.  $ALSN $CMI $ETN',neg,0.0917,0.9083,2014-11-01
528140725032996867,2014-10-31 11:05:35,0,b'@cirrusdriver just so many banks that are v cheap w/better mgmt. teams.  less complicated.',neg,0.2082,0.7918,2014-11-01
528139339079757824,2014-10-31 11:00:05,4,b'Kuroda Surprises With Stimulus Boost as Japan Struggles http://t.co/FSVCrS9rWh',pos,0.6703,0.3297,2014-11-01
528003016205819905,2014-10-31 01:58:23,0,b'@JohnLindquist2 @VendbienJon 1-1.5x TBV. Depends.',pos,0.5374,0.4626,2014-10-31
528000192273207296,2014-10-31 01:47:10,0,"b'@JohnLindquist2 insurance are the cheapest, underappreciated near term.  money centers remain cheap, regionals are doing many good things.'",neg,0.032,0.968,2014-10-31
527981567185281025,2014-10-31 00:33:09,2,b'Just so many better bank managements at this point with equally cheap/catalyst valuations. $C.',pos,0.7093,0.2907,2014-10-31
527978721123516417,2014-10-31 00:21:51,0,b'@jeffreyswaim @jimcramer @SquawkStreet totally agree. He did a few times. For the first time.',neg,0.0171,0.9829,2014-10-31
527978514252054528,2014-10-31 00:21:01,0,b'@jdgreenfield @jimcramer @SquawkStreet @BrianSozzi Was on it as well. Read our AAP note.',pos,0.7815,0.2185,2014-10-31
527978351253028865,2014-10-31 00:20:22,1,b'RT @jdgreenfield: @jimcramer @Stephanie_Link @SquawkStreet you should talk to @BrianSozzi ...he live tweeted the call and is a beast',neg,0.0143,0.9857,2014-10-31
527978177986301952,2014-10-31 00:19:41,0,b'@fedspecialists @CNBCFastMoney @karenfinerman So nice and the company with KF is humbling. Thank u.',pos,0.9516,0.0484,2014-10-31
527977512497061891,2014-10-31 00:17:02,2,b'@BrianSozzi @jimcramer @SquawkStreet this is just 1 of several steps 2continue growth. Great margins+dbl digit growth. #buythedip',pos,0.9885,0.0115,2014-10-31
527913648115945472,2014-10-30 20:03:16,1,"b'$ALSN announces $500 million buyback and increases its dividend.  Great quarter beat, trucks alive and well.'",pos,0.9987,0.0013,2014-10-31
527899709302915072,2014-10-30 19:07:53,0,"b'@nancywald best in breed, most diversified customer base and geographic exposure.  plus better consistency with eps/results.  $SLB'",pos,0.9704,0.0296,2014-10-31
527869576273743872,2014-10-30 17:08:08,0,b'@kwtz thank you v much.',neg,0.2695,0.7305,2014-10-31
527823746393198592,2014-10-30 14:06:02,0,b'@Syboutzen Commercial-Do it Yourself',neg,0.491,0.509,2014-10-31
527814197141573632,2014-10-30 13:28:05,0,b'@CramersShirt @DannyTiseo all macro - election/iron ore pricing headwinds.  easier ones out there that is for sure.',neg,0.0511,0.9489,2014-10-31
527813059256266752,2014-10-30 13:23:34,0,b'@DannyTiseo @CramersShirt yep just a bad call.',neg,0.0169,0.9831,2014-10-31
527802509407318016,2014-10-30 12:41:39,0,"b""@pelotonresearch It's fun when the puzzle fits!""",pos,0.9886,0.0114,2014-10-31
527801451406721024,2014-10-30 12:37:26,3,b'@BrianSozzi throw in $SHLD as well! but we also know there are others that are doing a lot better. $HD $LOW $AMZN $VFC...',pos,0.6663,0.3337,2014-10-31
527800815999000576,2014-10-30 12:34:55,5,b'GS upgrades $LOW to buy -- $SWK was a good tell for both $HD/$LOW with better CDIY results.',pos,0.6512,0.3488,2014-10-31
527621846855057408,2014-10-30 00:43:45,0,"b""@FaceplantJim well - the surprising thing -- is he was actually really good, imo.  so I'd wait.""",pos,0.856,0.144,2014-10-30
527553785644986368,2014-10-29 20:13:18,0,"b'@danielpronych nope but they used their high currency at the time, still have $14 billion in cash, and finding growth longer term.'",neg,0.2405,0.7595,2014-10-30
527553508032401408,2014-10-29 20:12:12,0,b'@Paul_Jaqua yeah agree - all is not perfect but progress.',neg,0.4288,0.5712,2014-10-30
527552403420483584,2014-10-29 20:07:49,0,b'@visigoth67 lol',pos,0.5374,0.4626,2014-10-30
527488973376352256,2014-10-29 15:55:46,0,b'@415AJAYM415 Cash deployment = more mid 2015/2016 event. Thought Q was solid on margins/vols/guide. Was up 3% yest so a little more muted.',neg,0.1992,0.8008,2014-10-30
527444379922079744,2014-10-29 12:58:34,3,"b'$PNRA - 2 encouraging trends: 3Q transaction growth highest level since 1Q 2012, Oct sss trends up 3.3% on 1 yr and 4.9% on 2 yr.'",pos,0.7917,0.2083,2014-10-30
527435614762070016,2014-10-29 12:23:44,0,b'@ginzo10 actually prefer $FTNT and $SYMC vs these others',pos,0.9458,0.0542,2014-10-30
527433545409892352,2014-10-29 12:15:31,3,"b'$ETN finally delivers but the real news is ""significant cash deployment capacity by mid-year 2015"".'",pos,0.9109,0.0891,2014-10-30
527424945304121344,2014-10-29 11:41:20,0,b'@uwchlan yep wrote that last nite in our $FB quarter review.  $GOOGL should too after their solid Q.',neg,0.0925,0.9075,2014-10-30
527424824000675840,2014-10-29 11:40:51,3,b'$PAG added to the list of better than expected auto dealers w/ sss +11.2% w/17.5% rev growth.',pos,0.6856,0.3144,2014-10-30
527418779152965633,2014-10-29 11:16:50,7,b'5 buys and 1 neutral on $BABA today.',neg,0.3452,0.6548,2014-10-30
527210167784701954,2014-10-28 21:27:53,8,"b'$FB quarter solid but a lot of good news priced in up 47% ytd.  Guide for expenses up 50-70% in 2015 - ""heavy investment year"".'",pos,0.9872,0.0128,2014-10-29
527192933381206016,2014-10-28 20:19:24,0,"b'@davidmoble sorta think there are a lot of options.  and if nothing, activism.  imo.'",pos,0.7832,0.2168,2014-10-29
527176905632808960,2014-10-28 19:15:43,0,b'@StockMaul thanks partially offsets the TWTR bruise.  generally most industrials doing quite well during eps season.  still like $LEA to.',pos,0.9453,0.0547,2014-10-29
527165486162018304,2014-10-28 18:30:20,0,"b'@mroberts64 Valuable southeast exposure, asset sales, underperformed peers/attractive valuation and 4.3% dividends. I like it a lot here.'",pos,0.6641,0.3359,2014-10-29
527161056914051072,2014-10-28 18:12:44,0,b'@vaadantas made my day - thanks.',pos,0.8652,0.1348,2014-10-29
527129101518508032,2014-10-28 16:05:46,0,b'@GraduateInvestr yep - agree.  would add it along with the others I mentioned.',neg,0.0916,0.9084,2014-10-29
527085415204143104,2014-10-28 13:12:10,0,b'@JDR1024 thx - absurd reaction.',pos,0.5374,0.4626,2014-10-29
527082791209816066,2014-10-28 13:01:44,0,b'@GraduateInvestr Agreed still like the basket $GOOGL $FB $TWTR.',neg,0.4891,0.5109,2014-10-29
526832687747964928,2014-10-27 20:27:55,0,b'@JormaStarratt and still do actually',pos,0.6813,0.3187,2014-10-28
526791445286772738,2014-10-27 17:44:02,0,"b""@mnttrust71  no haven't been in a while - but watching it.""",neg,0.0612,0.9388,2014-10-28
526705252335366144,2014-10-27 12:01:32,0,b'@visigoth67 I agree - capex budgets will be revised lower below $80.',neg,0.0215,0.9785,2014-10-28
526704963372994560,2014-10-27 12:00:23,0,b'@bvrm1975 was a hack unfortunately.  I run every day - my outlet.',pos,0.8484,0.1516,2014-10-28
526704860771942400,2014-10-27 11:59:59,0,"b""@HowardPetrie I didn't send it - guess hack. Thanks.""",neg,0.0496,0.9504,2014-10-28
526704404037378048,2014-10-27 11:58:10,0,b'@RChang6 nah it was a hack.  thx for letting me know.',neg,0.2747,0.7253,2014-10-28
